,,P1,x,x,x,,,,,,,,,,,
,,P2,the treasure builds slowly,close,98150270,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the work builds slowly,assoc,193420553,,,,,,,,,,,
,,S2,the man builds slowly,assoc,222634690,,,,,,,,,,,
,,Un,the pile builds slowly,un,319703726,,,,,,,,,,,
,,Un,the child builds slowly,un,61575769,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,part,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the part breaks suddenly,target,26631547,,M2_Noun_intransitivePPbeg_71,,F1_Noun_intransitivePPbeg_71,,8,4,1,,,
,,P1,the heart breaks  suddenly,mp,373428664,,,,,,,,,,,
,,P2,the cart breaks  suddenly,mp,255274603,,,,,,,,,,,
,,P3,the tart breaks  suddenly,mp,323290961,,,,,,,,,,,
,,S1,the bike breaks  suddenly,assoc,182877068,,,,,,,,,,,
,,S2,the car breaks  suddenly,assoc,109392599,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,match,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the match burns slowly,target,330167753,,M2_Noun_intransitivePPbeg_72,,F1_Noun_intransitivePPbeg_72,,8,6,1,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the fire burns slowly,x,109977098,,,,,,,,,,,
,,S2,the coal burns slowly,assoc,216958807,,,,,,,,,,,
,,Un,the field burns slowly,un,890663,,,,,,,,,,,
,,Un,the house burns slowly,un,145229422,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,dad,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the dad sleeps in the bed,target,43251532,,M2_Noun_intransitivePPbeg_74,,F1_Noun_intransitivePPbeg_74,,8,6,1,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,the lad sleeps in the bed,mp,214962088,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the mum sleeps in the bed,coord,389849458,,,,,,,,,,,
,,S2,the baby sleeps in the bed,assoc,91106393,,,,,,,,,,,
,,Un,the cat sleeps in the bed,un,331215233,,,,,,,,,,,
,,Un,the dog sleeps in the bed,un,23267043,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,lad,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the lad sleeps in the bed,target,214962088,,M2_Noun_intransitivePPbeg_77,F2_Noun_intransitivePPbeg_77,,,5,6,1,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,the dad sleeps in the bed,mp,43251532,,,,,,,,,,,
,,P3,the lass sleeps in the bed,close,372909472,,,,,,,,,,,
,,S1,the mum sleeps in the bed,assoc,389849458,,,,,,,,,,,
,,S2,the baby sleeps in the bed,coord,91106393,,,,,,,,,,,
,,Un,the cat sleeps in the bed,un,331215233,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,glass,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the glass falls on the floor,target,411912256,,M2_Noun_intransitivePPbeg_85,F2_Noun_intransitivePPbeg_85,,,7,7,1,,,
,,P1,the lass falls on the floor,mp,33569378,,,,,,,,,,,
,,P2,the gas falls on the floor,mp,348582857,,,,,,,,,,,
,,P3,the glasses fall on the floor,close,135694967,,,,,,,,,,,
,,S1,the cup falls on the floor,coord,285418763,,,,,,,,,,,
,,S2,the pot falls on the floor,coord,377727364,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,glasses,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the glasses fall on the floor,target,135694967,,M2_Noun_intransitivePPbeg_86,F2_Noun_intransitivePPbeg_86,,,6,7,2,,,
,,P1,x,x,x,,,,,,,,,,,
,,P2,the glass falls on the floor,close,411912256,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the binoculars fall on the floor,coord,286625042,,,,,,,,,,,
,,S2,the mirror falls on the floor,assoc,9756169,,,,,,,,,,,
,,Un,the cup falls on the floor,un,285418763,,,,,,,,,,,
,,Un,the boy falls on the floor,un,50782650,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,boy,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,The boy flies in the air,target,323376614,M1_Noun_intransitivePPbeg_3,,F2_Noun_intransitivePPbeg_3,,,8,7,1,1,,
,,P1,the box flies in the air,close,76892097380,,,,,,,,,,,
,,P2,The toy flies in the air,mp,193607378,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the man flies in the air,coord,30873232,,,,,,,,,,,
,,S2,the girl flies in the air,coord,31684154,,,,,,,,,,,
,,Un,the kite flies in the air,un,20246016209,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,boy,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the boy sits on the chair,target,236212696,M1_Noun_intransitivePPbeg_2,,F2_Noun_intransitivePPbeg_2,,,8,7,1,,,
,,P1,the toy sits on the chair,mp,39844867,,,,,,,,,,,
,,P2,the bear sits on the chair,mp,287314931,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the girl sits on the chair,coord,17985635,,,,,,,,,,,
,,S2,the man sits on the chair,coord,29524396,,,,,,,,,,,
,,Un,the cat sits on the chair,un,52607298,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,home,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,The home is cleaned by the man,target,257586442,M1_Noun_intransitivePPbeg_8,,F2_Noun_intransitivePPbeg_8,,,8,7,1,,,
,,P1,The dome is cleaned by the man,mp,328163780,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,The phone is cleaned by the man,close,172134821,,,,,,,,,,,
,,S1,The office is cleaned by the man,coord,250746889,,,,,,,,,,,
,,S2,The canteen is cleaned by the man,coord,152942717,,,,,,,,,,,
,,Un,The car is cleaned by the man,un,220621123,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,horse,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the horse is in the field,target,269209058,M1_Noun_intransitivePPbeg_10,,F2_Noun_intransitivePPbeg_10,,,8,7,1,,,
,,P1,the gorse in in the field,mp,272714063,,,,,,,,,,,
,,P2,the house is in the field,mp,199360007,,,,,,,,,,,
,,P3,the course is in the field,mp,86553061,,,,,,,,,,,
,,S1,the cow is in the field,coord,41145079,,,,,,,,,,,
,,S2,x,x,x,,,,,,,,,,,
,,Un,the heather is in the field,un,291496262,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,bike,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,The bike leans against the wall,target,108325415,M1_Noun_intransitivePPbeg_11,,F2_Noun_intransitivePPbeg_11,,,7,7,1,,,
,,P1,The book leans against the wall,mp,63521675,,,,,,,,,,,
,,P2,x,x,x,,,,,,,,,,,
,,P3,The trike leans against the wall,mp,110934848,,,,,,,,,,,
,,S1,The wheel leans against the wall,coord,85496150,,,,,,,,,,,
,,S2,The scooter leans against the wall,coord,228523927,,,,,,,,,,,
,,Un,The broom leans against the wall,un,71680558,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,window,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the window is beside the door,target,57964438,M1_Noun_intransitivePPbeg_14,,F2_Noun_intransitivePPbeg_14,,,6,7,1,,,
,,P1,the woman is beside the door,distant,88812964,,,,,,,,,,,
,,P2,the pillow is beside the door,distant,302260103,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the window cleaner is beside the door,coord,236851948,,,,,,,,,,,
,,S2,x,x,x,,,,,,,,,,,
,,Un,the mirror is beside the door,coord,334856561,,,,,,,,,,,
,,Un,the plant is beside the door,un,40331683,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,knife,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
,,Target,the knife is in the garden,target,103256255,M1_Noun_intransitivePPbeg_16,,F2_Noun_intransitivePPbeg_16,,,6,7,1,,,
,,P1,the wife is in the garden,mp,318814274,,,,,,,,,,,
,,P2,the knight is in the garden,mp,285073766,,,,,,,,,,,
,,P3,x,x,x,,,,,,,,,,,
,,S1,the sheers is in the garden,coord,287707931,,,,,,,,,,,
,,S2,the fork is in the garden,coord,192369584,,,,,,,,,,,
,,Un,the husband is in the garden,coord,43831996,,,,,,,,,,,
,,Un,x,x,x,,,,,,,,,,,
,,,,,,,,,,,,,,,,
B,ladder,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,Female 1,,Freq bin,Conc bin,Syllable,,,
