,,P3,x,x,x,,,,,,,,,
,,S1,The hand is on the necklace,assoc,33916017,,,,,,,,,
,,S2,The hand is on the ankle,coord,112950334,,,,,,,,,
,,Un,The hand is on the scarf,assoc,190473419,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
31,court,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the man sits in the court,target,243765985,M1_Noun_intransitivePPend_31,,F2_Noun_intransitivePPend_31,,,8,6,1,
,,P1,the man sits in the cart,mp,337754441,,,,,,,,,
,,P2,the man sits in the fort,mp,61131505,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the man sits in the class,coord,32511024,,,,,,,,,
,,S2,the man sits in the prison,coord,121491379,,,,,,,,,
,,Un,the man sits in the chair,un,26845054,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
34,hanger,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the bear is on the hanger,target,286282403,M1_Noun_intransitivePPend_34,,F2_Noun_intransitivePPend_34,,,4,7,2,
,,P1,the bear is on the hamper,close,164079905,,,,,,,,,
,,P2,the bear is on the hammer,mp,11768716,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the bear is on the hook,coord,176159966,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the bear is on the chair,un,287314931,,,,,,,,,
,,Un,the bear is on the bag,coord,45261254,,,,,,,,,
,,,,,,,,,,,,,,
35,bush,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the bird is in the bush,target,274598483,M1_Noun_intransitivePPend_35,,F2_Noun_intransitivePPend_35,,,6,7,1,
,,P1,the bird is in the book,close,265623563,,,,,,,,,
,,P2,the bird is in the brush,mp,71814040,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the bird is in the tree,coord,92161054,,,,,,,,,
,,S2,the bird is in the flower,coord,156352895,,,,,,,,,
,,Un,the bird is in the hands,un,181724996,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
37,lady,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the caller talks to the lady,target,126153506,M1_Noun_intransitivePPend_37,,F2_Noun_intransitivePPend_37,,,8,6,2,
,,P1,the caller talks to the baby,distant,23830819,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the caller talks to the girl,coord,132348320,,,,,,,,,
,,S2,the caller talks to the man,coord,87275050,,,,,,,,,
,,Un,the caller talks to the boy,coord,279289346,,,,,,,,,
,,Un,the caller talks to the dog,un,117492673,,,,,,,,,
,,,,,,,,,,,,,,
38,butterfly,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,His nose is under the butterfly,target,143498137,M1_Noun_intransitivePPend_38,,F2_Noun_intransitivePPend_38,,,6,7,3,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,His nose is udner the fly,distant,66699028,,,,,,,,,
,,S1,His nose is under the bee,coord,160525967,,,,,,,,,
,,S2,His nose is under the ladybird,coord,29579935,,,,,,,,,
,,Un,His nose is udner the snail,coord,1027757,,,,,,,,,
,,Un,His nose is under the bird,coord,161411003,,,,,,,,,
,,,,,,,,,,,,,,
49,escalator,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,he stands near the escalator,target,216144613,M1_Noun_intransitivePPend_49,,F2_Noun_intransitivePPend_49,,,4,7,4,
,,P1,he stands near the calculator,distant,181084217,,,,,,,,,
,,P2,he stands near the grater,distant,217555006,,,,,,,,,
,,P3,he stands near the alligator,distant,127881053,,,,,,,,,
,,S1,he stands near the stairs,coord,197410325,,,,,,,,,
,,S2,he stands near the elevator,coord,160224536,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
51,throne,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,he sits in the throne,target,214078708,M1_Noun_intransitivePPend_51,,F2_Noun_intransitivePPend_51,,,6,7,1,
,,P1,he sits in the home,mp,276568709,,,,,,,,,
,,P2,he sits in the dome,mp,257451121,,,,,,,,,
,,P3,he sits in the foam,close,74189155,,,,,,,,,
,,S1,he sits in the chair,coord,29524396,,,,,,,,,
,,S2,he sits in the sea,coord,11720314,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
52,dome,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,he sits in the dome,target,257451121,M1_Noun_intransitivePPend_52,,F2_Noun_intransitivePPend_52,,,5,7,1,
,,P1,he sits in the home,mp,276568709,,,,,,,,,
,,P2,he sits in the throne,mp,214078708,,,,,,,,,
,,P3,he sits in the foam,mp,74189155,,,,,,,,,
,,S1,he sits in the tower,coord,144019315,,,,,,,,,
,,S2,he sits in the teepee,coord,3333610,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
55,sleeps,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,he sleeps on the shore,target,221420479,M1_Noun_intransitivePPend_55,,F2_Noun_intransitivePPend_55,,,6,7,1,
,,P1,x,x,x,,,,,,,,,
,,P2,he sleeps on the paw,mp,182268737,,,,,,,,,
,,P3,he sleeps on the floor,mp,245250,,,,,,,,,
,,S1,he sleeps on the boat,coord,143702194,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,he sleeps on the desk,un,36993078,,,,,,,,,
,,Un,he sleeps on the tree,un,217813717,,,,,,,,,
,,,,,,,,,,,,,,
57,team,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the man is on the team,target,38767380,,M2_Noun_intransitivePPend_57,F2_Noun_intransitivePPend_57,,,8,5,1,
,,P1,the man is on the beam,mp,245034796,,,,,,,,,
,,P2,the man is on the stream,mp,247362262,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the man is on the ball,assoc,46571365,,,,,,,,,
,,S2,the man is on the pitch,assoc,79358443,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,the man is on the cliff,un,173684492,,,,,,,,,
,,,,,,,,,,,,,,
58,minute,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the woman waits for a minute,target,261581783,,M2_Noun_intransitivePPend_58,F2_Noun_intransitivePPend_58,,,8,4,2,
,,P1,x,x,x,,,,,,,,,
,,P2,the woman waits for a permit,close,270770393,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the woman waits for a month,coord,186390536,,,,,,,,,
,,S2,the woman waits for a train,assoc,284412548,,,,,,,,,
,,Un,the woman waits for a bus,un,111873668,x,,,,,,,,
,,Un,the woman waits for a date,un,195499685,x,,,,,,,,
,,,,,,,,,,,,,,
59,month,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the man works for a month,target,338970842,,M2_Noun_intransitivePPend_59,F2_Noun_intransitivePPend_59,,,8,6,1,
,,P1,the man works for a monk,close,125514803,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the man works for a winter,assoc,251095078,,,,,,,,,
,,S2,the man works for a day,coord,87882997,,,,,,,,,
,,Un,the man works for a night,un,21278380,x,,,,,,,,
,,Un,x,x,x,x,,,,,,,,
,,,,,,,,,,,,,,
104,doughnut,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,she eats a doughnut,target,235634152,,M2_Noun_intransitivePPend_105,F2_Noun_intransitivePPend_105,,,5,7,2,
,,P1,she eats a coconut,distant,226317511,,,,,,,,,
,,P2,she eats a dough,distant,261246989,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,she eats a muffin,coord,336829601,,,,,,,,,
,,S2,she eats a bagel,coord,306210500,,,,,,,,,
,,Un,she eats a biscuit,un,318098882,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
A,hour,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the woman waits for the hour,target,261581783,,M2_Noun_intransitivePPend_60,F2_Noun_intransitivePPend_60,,,8,4,2,
,,P1,the woman waits for the shower,mp,75565918,,,,,,,,,
,,P2,the woman waits for the flour,mp,385737010,,,,,,,,,
,,P3,the woman waits for the flower,mp,83320177,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the woman waits for the change,un,314091758,x,,,,,,,,
,,Un,the woman waits for the bus,un,111873668,x,,,,,,,,
,,,,,,,,,,,,,,
A,wife,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the man walks with his wife,target,39595978,M1_Noun_intransitivePPend_50,,F2_Noun_intransitivePPend_50,,,8,6,1,
,,P1,the man walks with his knife,mp,123698752,,,,,,,,,
,,P2,the man walks with his wine,mp,108811424,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the man walks with his daughter,coord,151925816,,,,,,,,,
,,S2,the man walks with his husband,coord,258089546,,,,,,,,,
,,Un,the man walks with his rope,un,310633880,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
A,castle,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,She plays beside the castle,target,1337402,M1_Noun_intransitivePPend_39,,F2_Noun_intransitivePPend_39,,,7,7,2,
,,P1,She plays beside the cattle,mp,114368035,,,,,,,,,
,,P2,She plays beside the camel,mp,341996351,,,,,,,,,
,,P3,She plays beside the parcel,mp,73954855,,,,,,,,,
,,S1,She plays beside the house,coord,17754538,,,,,,,,,
,,S2,She plays beside the knight,coord,92345689,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
A,computer,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,he sits in front of the computer,target,320399756,M1_Noun_intransitivePPend_40,,F2_Noun_intransitivePPend_40,,,7,7,3,
,,P1,he sits in front of the commuter,close,88940851,,,,,,,,,
,,P2,he sits in front of the piano,close,114099406,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,he sits in front of the television,coord,276568709,,,,,,,,,
,,S2,he sits in front of the fire,un,2242161,,,,,,,,,
,,Un,he sits in front of the sofa,un,60923764,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
A,wreath,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the woman shops for a wreath,target,153766862,M1_Noun_intransitivePPend_42,,F2_Noun_intransitivePPend_42,,,5,7,1,
,,P1,the woman shops for a heath,mp,127281629,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the woman shops for a tree,assoc,168680933,,,,,,,,,
,,S2,the woman shops for a plant,assoc,327680939,,,,,,,,,
,,Un,the woman shops for a necklace,un,33916017,,,,,,,,,
,,Un,the woman shops for a jumper,un,38285108,,,,,,,,,
,,,,,,,,,,,,,,
A,sailor,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the man works as a sailor,target,52091113,M1_Noun_intransitivePPend_43,,F2_Noun_intransitivePPend_43,,,5,7,2,
,,P1,the man works as a tailor,mp,54007780,,,,,,,,,
,,P2,the man works as a singer,distant,131682332,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the man works as a baker,un,236851948,,,,,,,,,
,,Un,the man works as a painter,un,239813203,,,,,,,,,
,,,,,,,,,,,,,,
A,fort,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the man sits in the fort,target,61131505,M1_Noun_intransitivePPend_36,,F2_Noun_intransitivePPend_36,,,5,7,1,
,,P1,the man sits in the cart,distant,337754441,,,,,,,,,
,,P2,the man sits in the port,mp,306425741,,,,,,,,,
,,P3,the man sits in the court,mp,243765985,,,,,,,,,
,,S1,the man sits in the class,coord,32511024,,,,,,,,,
,,S2,the man sits in the prison,coord,121491379,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
A,bottle,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,The woman lifts up the bottle,target,282178793,M1_Noun_intransitivePPend_32,,F2_Noun_intransitivePPend_32,,,7,7,2,
,,P1,The woman lifts up the bagel,distant,32105731,,,,,,,,,
,,P2,The woman lifts up the button,close,191616134,,,,,,,,,
,,P3,The woman lifts up the butter,distant,70546201,,,,,,,,,
,,S1,The woman lifts up the jug,coord,195430988,,,,,,,,,
,,S2,The woman lifts up the cup,coord,184890191,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
A,bull,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,The man stands beside the bull,target,155340758,M1_Noun_intransitivePPend_30,,F2_Noun_intransitivePPend_30,,,6,7,1,
,,P1,x,x,x,,,,,,,,,
,,P2,The man stands beside the bulldog,distant,196926983,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The man stands beside the cow,coord,270296948,,,,,,,,,
,,S2,The man stands beside the sheep,coord,22977877,,,,,,,,,
,,Un,The man stands beside the horse,coord,16658327,,,,,,,,,
,,Un,The man stands beside the goat,coord,330972647,,,,,,,,,
,,,,,,,,,,,,,,
A,foot,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the book is under the foot,target,37700299,M1_Noun_intransitivePPend_21,,F2_Noun_intransitivePPend_21,,,7,7,1,
,,P1,x,x,x,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,The book is under the finger,distant,127570844,,,,,,,,,
,,S1,the book is under the hand,coord,40722100,,,,,,,,,
,,S2,the book is under the paw,coord,176704652,,,,,,,,,
,,Un,the book is under the shoe,coord,26132972,,,,,,,,,
,,Un,the book is under the sock,un,242896126,,,,,,,,,
,,,,,,,,,,,,,,
A,paw,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,The ball is under the paw,target,101513473,M1_Noun_intransitivePPend_14,,F2_Noun_intransitivePPend_14,,,5,6,1,
,,P1,The ball is under the jaw,mp,213006334,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,The ball is under the foot,coord,259496132,,,,,,,,,
,,S2,The ball is under the hand,coord,246336298,,,,,,,,,
,,Un,The ball is under the tree,un,275203676,,,,,,,,,
,,Un,The ball is under the umberella,un,185062934,,,,,,,,,
,,,,,,,,,,,,,,
A,saw,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,The builder stands behind the saw,target,277040582,M1_Noun_intransitivePPend_15,,F2_Noun_intransitivePPend_15,,,8,7,1,
,,P1,The builder stands behind the door,mp,138795050,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,The builder stands behind the paw,mp,201034253,,,,,,,,,
,,S1,The builder stands behind the hammer,coord,315475769,,,,,,,,,
,,S2,The builder stands behind the knife,coord,231418219,,,,,,,,,
,,Un,The builder stands behind the plan,un,8065081,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
A,stairs,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,The boy sits by the stairs,target,197410325,M1_Noun_intransitivePPend_16,,F2_Noun_intransitivePPend_16,,,6,7,1,
,,P1,The boy sits by the hares,mp,153350132,,,,,,,,,
,,P2,The boy sits by the bears,mp,331667633,,,,,,,,,
,,P3,The boy sits by the pears,mp,159320303,,,,,,,,,
,,S1,The boy sits by the ladder,coord,273463571,,,,,,,,,
,,S2,The boy sits by the shoes,coord,50270689,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
A,clock,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the man stands with a clock,target,234886804,M1_Noun_intransitivePPend_8,,F2_Noun_intransitivePPend_8,,,7,7,1,
,,P1,the man stands with a lock,mp,196274444,,,,,,,,,
,,P2,the man stands with a sock,mp,310809407,,,,,,,,,
,,P3,the man stands with a rock,mp,290237021,,,,,,,,,
,,S1,x,x,x,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the man stands with a dog,un,201034253,,,,,,,,,
,,Un,the man stands with a key,un,228118633,,,,,,,,,
,,,,,,,,,,,,,,
A,sock,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the man stands with a sock,target,310809407,M1_Noun_intransitivePPend_6,,F2_Noun_intransitivePPend_6,,,5,7,1,
,,P1,the man stands with a rock,mp,290237021,,,,,,,,,
,,P2,the man stands with a lock,mp,196274444,,,,,,,,,
,,P3,the man stands with a clock,mp,234886804,,,,,,,,,
,,S1,the man stands with a shoe,assoc,296267624,,,,,,,,,
,,S2,x,x,x,,,,,,,,,
,,Un,the man stands with a brick,un,193518410,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
A,earth,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,he sits on the earth,target,211813003,M1_Noun_intransitivePPend_2,,F2_Noun_intransitivePPend_2,,,8,7,1,
,,P1,he sits on the hearth,mp,2242161,,,,,,,,,
,,P2,x,x,x,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,he sits on the sand,coord,11720314,,,,,,,,,
,,S2,he sits on the grass,coord,110622308,,,,,,,,,
,,Un,he sits on the stair,un,45100270,,,,,,,,,
,,Un,he sits on the chair,un,236212696,,,,,,,,,
,,,,,,,,,,,,,,
A,rock,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the man stands with a rock,target,290237021,M1_Noun_intransitivePPend_3,,F2_Noun_intransitivePPend_3,,,8,7,1,
,,P1,the man stands with a lock,mp,196274444,,,,,,,,,
,,P2,the man stands with a sock,mp,310809407,,,,,,,,,
,,P3,the man stands with a clock,mp,234886804,,,,,,,,,
,,S1,the man stands with a diamond,assoc,80882989,,,,,,,,,
,,S2,the man stands with a brick,assoc,193518410,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
A,hand,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,she is playing with the hand,target,316997588,M1_Noun_intransitivePPend_48,,F2_Noun_intransitivePPend_48,,,8,7,1,1
,,P1,she is playing with the band,mp,413266717,,,,,,,,,
,,P2,she is playing with the sand,mp,1337402,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,she is playing with the foot,coord,259496132,,,,,,,,,
,,S2,she is playing with the handbag,coord,125834756,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,Un,She is playing with the ball (beach),un,314453999,,,,,,,,,
,,,,,,,,,,,,,,
A,floor,,linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,The woman sits on the floor,target,168621560,M1_Noun_intransitivePPend_11,,F2_Noun_intransitivePPend_11,,,8,7,1,1
,,P1,x,x,x,,,,,,,,,
,,P2,The woman sits on the shore,mp,436910497,,,,,,,,,
,,P3,The woman sits on the flower,dist,111744974,,,,,,,,,
,,S1,The woman sits on the chair,coord,14145437,,,,,,,,,
,,S2,The woman sits on the window,coord,183164669,,,,,,,,,
,,Un,the woman sits on the swing,un,188784935,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
A,gate,,Linguistic unit,P type,Image ID,Male 1,Male 2,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,The father stands near gate,targteT,134607995,M1_Noun_intransitivePPend_17,,F2_Noun_intransitivePPend_17,,,6,7,1,1
,,P1,The father stands near the goat,mp,330972638,,,,,,,,,
,,P2,The father stands near the crate,mp,353887019,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the father stands near the car door,coord,441233611,,,,,,,,,
,,S2,the father stands near the fence,coord,15239422,,,,,,,,,
,,Un,the father stands near the horse,un,380124613,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
,,,,,,,,,,,,,,
A,coach,,,,,,Male 3,Female 2,,,Freq bin,Conc bin,Syllable,
,,Target,the girl waits for her coach,target,111873668,,M3_ACT_013,F2_ACT_013,,,7,6,1,1
,,P1,the girl waits for her call,mp,406648177,,,,,,,,,
,,P2,the girl waits for her coke,mp,111599528,,,,,,,,,
,,P3,x,x,x,,,,,,,,,
,,S1,the girl waits for her plane,coord,103947818,,,,,,,,,
,,S2,the girl waits for her boat,coord,304872386,,,,,,,,,
,,Un,the girl waits for her lunch,un,435449881,,,,,,,,,
,,Un,x,x,x,,,,,,,,,
